navigation_id,timestamp,planned_x,planned_y,executed_x,executed_y,path_error,accumulated_distance,instantaneous_velocity,elapsed_time
1,1734574443.968,3.330,0.520,3.335,0.540,0.009,0.000,0.000,0.086
1,1734574444.168,3.330,0.520,3.335,0.540,0.009,0.000,0.000,0.286
1,1734574444.369,3.330,0.520,3.330,0.515,0.005,0.025,0.123,0.487
1,1734574444.567,3.330,0.520,3.331,0.517,0.003,0.026,0.009,0.685
1,1734574444.768,3.330,0.520,3.328,0.526,0.006,0.036,0.047,0.886
1,1734574444.968,3.330,0.520,3.321,0.513,0.011,0.050,0.072,1.086
1,1734574445.168,3.330,0.520,3.321,0.519,0.009,0.056,0.030,1.286
1,1734574445.368,3.330,0.520,3.322,0.517,0.009,0.058,0.009,1.485
1,1734574445.568,3.330,0.520,3.316,0.510,0.017,0.067,0.046,1.686
1,1734574445.767,3.330,0.520,3.307,0.508,0.026,0.076,0.046,1.885
1,1734574445.968,3.330,0.520,3.306,0.505,0.029,0.080,0.017,2.086
1,1734574446.168,3.330,0.520,3.292,0.489,0.049,0.101,0.105,2.286
1,1734574446.368,3.330,0.520,3.294,0.498,0.042,0.110,0.048,2.486
1,1734574446.568,3.330,0.520,3.294,0.498,0.042,0.110,0.000,2.686
1,1734574446.768,3.330,0.520,3.333,0.520,0.002,0.155,0.222,2.885
1,1734574446.968,3.330,0.520,3.333,0.520,0.002,0.155,0.000,3.086
1,1734574447.167,3.380,0.520,3.359,0.536,0.024,0.186,0.157,3.285
1,1734574447.367,3.380,0.520,3.356,0.526,0.025,0.197,0.054,3.485
1,1734574447.568,3.389,0.558,3.362,0.546,0.024,0.217,0.103,3.686
1,1734574447.768,3.380,0.520,3.355,0.544,0.030,0.225,0.038,3.886
1,1734574447.968,3.389,0.558,3.356,0.551,0.030,0.232,0.033,4.086
1,1734574448.168,3.388,0.556,3.355,0.556,0.033,0.237,0.027,4.286
1,1734574448.368,3.388,0.556,3.370,0.570,0.024,0.258,0.104,4.486
1,1734574448.568,3.388,0.556,3.364,0.566,0.027,0.265,0.037,4.686
1,1734574448.768,3.388,0.556,3.364,0.566,0.027,0.265,0.000,4.886
1,1734574448.968,3.380,0.520,3.341,0.521,0.039,0.315,0.248,5.086
1,1734574449.168,3.330,0.520,3.341,0.521,0.008,0.315,0.000,5.286
1,1734574449.369,3.330,0.520,3.309,0.469,0.055,0.377,0.308,5.487
1,1734574449.567,3.330,0.520,3.309,0.469,0.055,0.377,0.000,5.685
1,1734574449.767,3.330,0.520,3.309,0.469,0.055,0.377,0.000,5.885
1,1734574449.968,3.330,0.520,3.309,0.469,0.055,0.377,0.000,6.085
1,1734574450.168,3.330,0.470,3.309,0.469,0.021,0.377,0.000,6.286
1,1734574450.368,3.330,0.470,3.286,0.442,0.052,0.412,0.179,6.486
1,1734574450.568,3.330,0.470,3.276,0.434,0.065,0.425,0.062,6.686
1,1734574450.768,3.330,0.470,3.282,0.433,0.060,0.431,0.033,6.886
1,1734574450.968,3.330,0.470,3.281,0.433,0.062,0.433,0.009,7.086
1,1734574451.168,3.280,0.420,3.288,0.443,0.018,0.445,0.060,7.286
1,1734574451.367,3.280,0.420,3.287,0.443,0.020,0.447,0.008,7.485
1,1734574451.567,3.313,0.432,3.295,0.449,0.022,0.457,0.050,7.685
1,1734574451.768,3.330,0.451,3.307,0.460,0.023,0.473,0.082,7.886
1,1734574451.969,3.313,0.432,3.306,0.455,0.020,0.479,0.027,8.087
1,1734574452.167,3.318,0.436,3.311,0.451,0.015,0.485,0.030,8.285
1,1734574452.368,3.335,0.454,3.330,0.458,0.006,0.505,0.102,8.486
1,1734574452.568,3.335,0.454,3.332,0.463,0.008,0.511,0.029,8.686
1,1734574452.768,3.335,0.454,3.321,0.464,0.017,0.521,0.054,8.885
1,1734574452.968,3.335,0.454,3.310,0.464,0.025,0.532,0.054,9.086
1,1734574453.168,3.330,0.470,3.303,0.468,0.027,0.540,0.040,9.286
1,1734574453.368,3.330,0.470,3.314,0.476,0.017,0.554,0.068,9.486
1,1734574453.568,3.330,0.470,3.314,0.476,0.017,0.554,0.000,9.686
1,1734574453.768,3.330,0.470,3.343,0.448,0.025,0.594,0.199,9.886
1,1734574453.968,3.330,0.470,3.334,0.453,0.018,0.603,0.048,10.086
1,1734574454.168,3.330,0.470,3.337,0.452,0.019,0.605,0.011,10.286
1,1734574454.368,3.380,0.470,3.333,0.451,0.050,0.609,0.017,10.486
1,1734574454.569,3.380,0.470,3.331,0.447,0.054,0.613,0.023,10.687
1,1734574454.768,3.380,0.470,3.330,0.456,0.052,0.622,0.045,10.885
1,1734574454.968,3.380,0.470,3.326,0.455,0.056,0.626,0.021,11.086
1,1734574455.168,3.380,0.470,3.335,0.444,0.052,0.641,0.073,11.286
1,1734574455.367,3.330,0.470,3.335,0.441,0.029,0.644,0.014,11.485
1,1734574455.567,3.330,0.470,3.335,0.441,0.029,0.644,0.000,11.685
1,1734574455.768,3.330,0.470,3.322,0.475,0.010,0.680,0.179,11.886
1,1734574455.969,3.330,0.470,3.322,0.475,0.010,0.680,0.000,12.086
1,1734574456.168,3.330,0.470,3.303,0.519,0.054,0.728,0.242,12.286
1,1734574456.368,3.312,0.536,3.303,0.519,0.011,0.728,0.000,12.486
1,1734574456.568,3.312,0.536,3.303,0.519,0.011,0.728,0.000,12.686
1,1734574456.768,3.312,0.536,3.303,0.519,0.011,0.728,0.000,12.886
1,1734574456.967,3.312,0.536,3.300,0.554,0.022,0.763,0.176,13.085
1,1734574457.168,3.330,0.553,3.284,0.590,0.058,0.802,0.195,13.286
1,1734574457.368,3.280,0.620,3.276,0.605,0.015,0.819,0.086,13.486
1,1734574457.568,3.280,0.620,3.272,0.640,0.021,0.854,0.174,13.685
1,1734574457.767,3.307,0.630,3.275,0.676,0.054,0.891,0.182,13.885
1,1734574457.968,3.324,0.648,3.278,0.702,0.070,0.917,0.132,14.086
1,1734574458.168,3.356,0.686,3.280,0.731,0.088,0.946,0.146,14.286
1,1734574458.368,3.280,0.770,3.279,0.749,0.021,0.964,0.090,14.486
1,1734574458.568,3.280,0.770,3.286,0.772,0.001,0.988,0.117,14.686
1,1734574458.767,3.280,0.770,3.283,0.797,0.024,1.013,0.127,14.885
1,1734574458.968,3.328,0.801,3.292,0.830,0.046,1.048,0.175,15.086
1,1734574459.168,3.345,0.819,3.296,0.868,0.068,1.086,0.188,15.286
1,1734574459.368,3.280,0.920,3.303,0.900,0.026,1.118,0.164,15.486
